timestamp,time (s),force,position,strain
00:06:35.559,395.55899999999997,519,1961,26.778242677824267
00:06:35.811,395.811,518,1961,26.778242677824267
00:06:36.062,396.062,519,1961,26.778242677824267
00:06:36.307,396.307,519,1961,26.778242677824267
00:06:36.559,396.55899999999997,519,1961,26.778242677824267
00:06:36.810,396.81,519,1961,26.778242677824267
00:06:37.055,397.055,519,1961,26.778242677824267
00:06:37.300,397.3,519,1961,26.778242677824267
00:06:37.551,397.551,518,1961,26.778242677824267
00:06:37.796,397.796,519,1961,26.778242677824267
00:06:38.054,398.054,519,1961,26.778242677824267
00:06:38.305,398.305,519,1961,26.778242677824267
00:06:38.557,398.557,519,1961,26.778242677824267
00:06:38.808,398.808,519,1961,26.778242677824267
00:06:39.060,399.06,518,1961,26.778242677824267
00:06:39.304,399.304,519,1961,26.778242677824267
00:06:39.563,399.563,519,1961,26.778242677824267
00:06:39.814,399.814,519,1961,26.778242677824267
00:06:40.065,400.065,519,1961,26.778242677824267
00:06:40.317,400.317,519,1961,26.778242677824267
00:06:40.568,400.568,519,1961,26.778242677824267
00:06:40.826,400.826,519,1961,26.778242677824267
00:06:41.084,401.084,519,1961,26.778242677824267
00:06:41.342,401.342,518,1961,26.778242677824267
00:06:41.594,401.594,519,1961,26.778242677824267
00:06:41.852,401.852,519,1961,26.778242677824267
00:06:42.110,402.11,519,1961,26.778242677824267
00:06:42.361,402.361,519,1961,27.196652719665266
00:06:42.619,402.619,519,1961,27.196652719665266
00:06:42.877,402.877,519,1961,27.196652719665266
00:06:43.135,403.135,519,1961,27.196652719665266
00:06:43.387,403.387,519,1961,27.196652719665266
00:06:43.645,403.645,519,1961,26.778242677824267
00:06:43.903,403.903,519,1961,27.196652719665266
00:06:44.161,404.161,519,1961,27.196652719665266
00:06:44.412,404.412,519,1961,27.196652719665266
00:06:44.670,404.67,519,1961,27.196652719665266
00:06:44.922,404.922,519,1961,27.196652719665266
00:06:45.173,405.173,519,1961,27.196652719665266
00:06:45.438,405.438,519,1961,27.196652719665266
00:06:45.689,405.689,519,1961,27.196652719665266
00:06:45.947,405.947,520,1961,27.196652719665266
00:06:46.199,406.199,519,1961,27.196652719665266
00:06:46.457,406.457,519,1961,27.196652719665266
00:06:46.708,406.70799999999997,519,1961,27.196652719665266
00:06:46.960,406.96,519,1961,27.196652719665266
00:06:47.211,407.211,519,1961,27.196652719665266
00:06:47.462,407.462,519,1961,27.196652719665266
00:06:47.714,407.714,519,1961,27.196652719665266
00:06:47.965,407.96500000000003,519,1961,27.196652719665266
00:06:48.223,408.223,519,1961,27.196652719665266
00:06:48.475,408.475,519,1961,27.196652719665266
00:06:48.733,408.733,519,1961,27.196652719665266
00:06:48.984,408.984,519,1961,27.196652719665266
00:06:49.242,409.242,519,1961,27.196652719665266
00:06:49.514,409.514,519,1961,27.196652719665266
00:06:49.772,409.772,519,1961,27.196652719665266
00:06:50.023,410.023,519,1961,27.196652719665266
00:06:50.268,410.26800000000003,519,1961,27.196652719665266
00:06:50.526,410.526,519,1961,27.196652719665266
00:06:50.777,410.777,519,1961,27.196652719665266
00:06:51.035,411.03499999999997,519,1961,27.196652719665266
00:06:51.287,411.287,519,1961,27.196652719665266
00:06:51.552,411.552,519,1961,27.196652719665266
00:06:51.803,411.803,519,1961,27.196652719665266
00:06:52.061,412.061,519,1961,27.196652719665266
00:06:52.312,412.312,519,1961,27.196652719665266
00:06:52.564,412.564,519,1961,27.196652719665266
00:06:52.815,412.815,520,1961,27.196652719665266
00:06:53.067,413.067,519,1961,27.196652719665266
00:06:53.318,413.318,519,1961,27.196652719665266
00:06:53.570,413.57,519,1961,27.196652719665266
00:06:53.814,413.814,519,1961,27.196652719665266
00:06:54.059,414.05899999999997,518,1961,27.196652719665266
00:06:54.304,414.304,520,1961,27.196652719665266
00:06:54.549,414.549,519,1961,27.196652719665266
00:06:54.800,414.8,519,1961,27.196652719665266
00:06:55.052,415.052,519,1961,27.196652719665266
00:06:55.316,415.31600000000003,519,1961,27.196652719665266
00:06:55.574,415.574,519,1961,27.196652719665266
00:06:55.833,415.83299999999997,519,1961,27.196652719665266
00:06:56.084,416.084,519,1961,27.196652719665266
00:06:56.342,416.342,519,1961,27.196652719665266
00:06:56.593,416.593,520,1961,27.196652719665266
00:06:56.845,416.845,520,1961,27.196652719665266
00:06:57.090,417.09000000000003,520,1961,27.196652719665266
00:06:57.348,417.348,520,1961,27.196652719665266
00:06:57.592,417.592,519,1961,27.196652719665266
00:06:57.844,417.844,519,1961,27.196652719665266
00:06:58.095,418.095,519,1961,27.196652719665266
00:06:58.347,418.347,518,1961,27.196652719665266
00:06:58.592,418.592,519,1961,27.196652719665266
00:06:58.850,418.85,519,1961,27.196652719665266
00:06:59.101,419.101,519,1961,27.196652719665266
00:06:59.359,419.359,519,1961,27.196652719665266
00:06:59.610,419.61,519,1961,27.196652719665266
00:06:59.862,419.862,519,1961,27.196652719665266
00:07:00.113,420.113,519,1961,27.196652719665266
00:07:00.358,420.358,520,1961,27.196652719665266
00:07:00.610,420.61,519,1961,27.196652719665266
00:07:00.861,420.861,519,1961,27.196652719665266
00:07:01.112,421.112,518,1961,27.196652719665266
00:07:01.364,421.364,520,1961,27.196652719665266
00:07:01.662,421.662,520,1961,27.196652719665266
00:07:01.953,421.953,520,1961,27.196652719665266
00:07:02.244,422.244,519,1961,27.196652719665266
00:07:02.515,422.515,520,1961,27.196652719665266
00:07:02.773,422.773,520,1961,27.196652719665266
00:07:03.031,423.031,519,1961,27.196652719665266
00:07:03.283,423.283,520,1961,27.196652719665266
00:07:03.547,423.547,519,1961,27.196652719665266
00:07:03.805,423.805,519,1961,27.196652719665266
00:07:04.050,424.05,519,1961,27.196652719665266
00:07:04.301,424.301,519,1961,27.196652719665266
00:07:04.553,424.553,519,1961,27.196652719665266
00:07:04.804,424.804,520,1961,27.196652719665266
00:07:05.062,425.062,520,1961,27.196652719665266
00:07:05.314,425.314,519,1961,27.196652719665266
00:07:05.578,425.578,519,1961,27.196652719665266
00:07:05.843,425.843,520,1961,27.196652719665266
00:07:06.094,426.094,519,1961,27.196652719665266
00:07:06.346,426.346,519,1961,27.196652719665266
00:07:06.597,426.597,519,1961,27.196652719665266
00:07:06.855,426.855,519,1961,27.196652719665266
00:07:07.100,427.1,519,1961,27.196652719665266
00:07:07.352,427.352,520,1961,27.196652719665266
00:07:07.596,427.596,519,1961,27.196652719665266
00:07:07.848,427.848,519,1961,27.196652719665266
00:07:08.099,428.099,519,1961,27.196652719665266
00:07:08.351,428.351,519,1961,27.196652719665266
00:07:08.602,428.602,519,1961,27.196652719665266
00:07:08.853,428.853,519,1961,27.196652719665266
00:07:09.098,429.098,520,1961,27.196652719665266
00:07:09.350,429.35,520,1961,27.196652719665266
00:07:09.601,429.601,519,1961,27.196652719665266
00:07:09.846,429.846,519,1961,27.196652719665266
00:07:10.097,430.097,519,1961,27.196652719665266
00:07:10.355,430.355,519,1961,27.196652719665266
00:07:10.607,430.60699999999997,519,1961,27.196652719665266
00:07:10.858,430.858,520,1961,27.196652719665266
00:07:11.110,431.11,519,1961,27.196652719665266
00:07:11.361,431.361,520,1961,27.196652719665266
00:07:11.606,431.606,519,1961,27.196652719665266
00:07:11.864,431.864,518,1961,27.196652719665266
00:07:12.122,432.122,519,1961,27.196652719665266
00:07:12.406,432.406,519,1961,27.196652719665266
00:07:12.671,432.671,520,1961,27.196652719665266
00:07:12.962,432.962,519,1961,27.196652719665266
00:07:13.227,433.227,519,1961,27.196652719665266
00:07:13.478,433.478,519,1961,27.196652719665266
00:07:13.730,433.73,519,1961,27.196652719665266
00:07:13.975,433.975,519,1961,27.196652719665266
00:07:14.233,434.233,519,1961,27.196652719665266
00:07:14.491,434.491,519,1961,27.196652719665266
00:07:14.749,434.749,519,1961,27.196652719665266
00:07:15.007,435.007,519,1961,27.196652719665266
00:07:15.271,435.271,519,1961,27.61506276150628
00:07:15.529,435.529,519,1961,27.61506276150628
00:07:15.814,435.814,519,1961,27.61506276150628
00:07:16.079,436.079,519,1961,27.196652719665266
00:07:16.343,436.343,519,1961,27.61506276150628
00:07:16.608,436.608,519,1961,27.61506276150628
00:07:16.866,436.866,520,1961,27.196652719665266
00:07:17.131,437.131,519,1961,27.61506276150628
